yearel,myoutcome,second,myoutcomenext,use,difshare,difgrp,mmyoutcomenext,mrunagain,mofficeexp,melectexp,mpmyoutcomenext,mprunagain,mpofficeexp,mpelectexp
1966,0,1,0,1,-.43932042,112,0,.07692308,0,.15384616,.0011221591,.12597823,.017386889,.18062295
1966,0,,0,,-.64039171,71,,,,,,,,
1968,1,,1,,.45057273,290,,,,,,,,
1968,0,1,0,1,-.45057273,109,0,.037037037,0,.074074075,.00093281583,.12555832,.021103643,.18644565
1968,0,,0,,-.5928762,81,,,,,,,,
1970,1,,1,,.48418319,296,,,,,,,,
1970,0,1,0,,-.48418319,103,,,,,,,,
1970,0,,0,1,-.50711632,98,0,.23076923,0,.69230771,.00035742781,.12365685,.038812567,.21633488
1972,1,,1,,.084118962,216,,,,,,,,
1972,0,1,0,1,-.084118962,183,.052631579,.28947368,.42105263,.63157892,.051849935,.25151557,.57171679,.82692218
1972,0,,0,,-.34849814,130,,,,,,,,
1974,1,,1,,.15490377,230,,,,,,,,
1974,0,1,0,1,-.15490377,169,0,.11764706,.43137255,.94117647,.017453836,.17894067,.30435181,.53204793
1974,0,,0,,-.46480393,107,,,,,,,,
1976,1,,1,,.3236095,264,,,,,,,,
1976,0,1,0,1,-.3236095,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1976,0,,0,,-.63391328,73,,,,,,,,
1978,1,,1,,.32361767,264,,,,,,,,
1978,0,1,0,1,-.32361767,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1978,0,,0,,-.54678202,90,,,,,,,,
1980,1,,1,,.53973103,307,,,,,,,,
1980,0,1,0,1,-.53973103,92,0,.18181819,0,.27272728,.00015718397,.12220664,.049971923,.23700941
1980,0,,0,,-.69517356,60,,,,,,,,
1980,0,,0,,-.73564094,52,,,,,,,,
1982,1,,1,,.43210885,286,,,,,,,,
1982,0,1,0,1,-.43210885,113,0,.15151516,0,.30303031,.0011803346,.12610058,.01642452,.17914793
1984,1,,1,,.41197288,282,,,,,,,,
1984,0,1,0,1,-.41197288,117,.035714287,.10714286,.071428575,.21428572,.0014309605,.12661837,.013322881,.17452848
1986,1,,1,,,,,,,,,,,
1988,1,,1,,.50082457,300,,,,,,,,
1988,0,1,0,1,-.50082457,99,0,.1875,0,.125,.00040092607,.12387041,.03697424,.21307486
1990,1,,0,,,,,,,,,,,
1992,1,,1,1,.037192792,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1992,0,1,0,,-.037192792,192,,,,,,,,
1992,0,,0,,-.47544664,104,,,,,,,,
1994,1,,1,1,.0064162016,201,.6875,.91666669,1.8125,1.9791666,.59540683,.86462212,1.2675594,1.5376698
1994,0,1,0,,-.0064162016,198,,,,,,,,
1994,0,,0,,-.46640757,106,,,,,,,,
1996,1,,1,1,.12909767,225,.80000001,.91111112,3.0666666,3.2444444,.7718417,.87092292,2.9510634,3.1603415
1996,0,1,0,,-.12909767,174,,,,,,,,
1996,0,,0,,-.52726221,94,,,,,,,,
1998,1,,,,.30505881,261,,,,,,,,
1998,0,1,,,-.30505881,138,,,,,,,,
1998,0,,,,-.54838413,90,,,,,,,,
1946,1,,1,,.37092188,274,,,,,,,,
1946,0,1,0,1,-.37092188,125,0,.22857143,0,.11428571,.0019445897,.12782505,.013293211,.17480305
1948,1,,1,,.08731398,217,,,,,,,,
1948,0,1,0,1,-.08731398,182,.023809524,.30952382,.78571427,.97619045,.047698446,.24357225,.5466879,.80003756
1948,0,,0,,-.47521085,104,,,,,,,,
1950,1,,1,,.13188654,226,,,,,,,,
1950,0,1,0,1,-.13188654,173,0,.16666667,.5,.69999999,.023707964,.1940695,.36904097,.60514724
1950,0,,0,,-.54446942,91,,,,,,,,
1952,1,,1,,.17682043,235,,,,,,,,
1952,0,1,0,1,-.17682043,164,0,.18518518,.018518519,.22222222,.012148693,.16442914,.23533584,.45243144
1952,0,,0,,-.57944089,84,,,,,,,,
1954,1,,1,,.14365587,228,,,,,,,,
1954,0,1,0,1,-.14365587,171,.063829787,.27659574,.25531915,.44680852,.02033904,.18612295,.33586153,.56782043
1956,1,,0,,.16131461,232,,,,,,,,
1956,0,1,0,1,-.16131461,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1958,1,,1,,.16389298,232,,,,,,,,
1958,0,1,0,1,-.16389298,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1960,1,,1,,.16010904,232,,,,,,,,
1960,0,1,0,1,-.16010904,167,0,.094339624,.52830189,.6981132,.015024911,.17254569,.27490601,.49830613
1960,0,,0,,-.53017342,93,,,,,,,,
1962,1,,0,,.15740299,231,,,,,,,,
1962,0,1,0,1,-.15740299,168,.027027028,.13513513,.054054055,.16216215,.016281692,.17589901,.2905184,.51623505
1964,1,,1,1,.032703996,206,.51999998,.81999999,1.88,2.2,.64922315,.86560214,1.6716632,1.9285142
1964,0,1,0,,-.032703996,193,,,,,,,,
1966,1,,0,1,.027398258,205,.6226415,.96226418,1.0754716,1.6037736,.639916,.8653968,1.5977573,1.8570864
1966,0,1,0,,-.027398258,194,,,,,,,,
1966,0,,0,,-.38931897,122,,,,,,,,
1968,1,,0,,.029294014,205,,,,,,,,
1968,0,1,1,1,-.029294014,194,.17073171,.39024389,1.195122,1.5609756,.10959982,.36383235,.8689518,1.1379284
1968,0,,0,,-.40667874,118,,,,,,,,
1970,1,,0,1,.044168442,208,.62903225,.80645162,1.8548387,2.032258,.66749591,.86605817,1.8228734,2.0745757
1970,0,1,0,,-.044168442,191,,,,,,,,
1972,1,,0,,.32368472,264,,,,,,,,
1972,0,1,0,1,-.32368472,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1972,0,,0,,-.57015711,85,,,,,,,,
1972,0,,0,,-.59283769,81,,,,,,,,
1974,1,,1,1,.096545249,219,.80000001,.875,2.2249999,2.375,.74402672,.86907792,2.586005,2.809895
1974,0,1,0,,-.096545249,180,,,,,,,,
1974,0,,0,,-.48645818,102,,,,,,,,
1976,1,,1,1,.33262005,266,.8611111,.91666669,4.5555553,4.6666665,.83545309,.8804518,4.5168161,4.6426549
1976,0,1,0,,-.33262005,133,,,,,,,,
1978,1,,1,1,.11522162,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1978,0,1,0,,-.11522162,176,,,,,,,,
1980,1,,1,1,.11006579,222,.71794873,.76923078,3.1794872,3.4358974,.75937617,.87002134,2.7786884,2.9949894
1980,0,1,0,,-.11006579,177,,,,,,,,
1980,0,,0,,-.54136676,91,,,,,,,,
1982,1,,0,,.089744717,217,,,,,,,,
1982,0,1,0,1,-.089744717,182,.023809524,.30952382,.78571427,.97619045,.047698446,.24357225,.5466879,.80003756
1982,0,,0,,-.51626241,96,,,,,,,,
1982,0,,0,,-.52116793,95,,,,,,,,
1984,1,,1,,.086397648,217,,,,,,,,
1984,0,1,0,1,-.086397648,182,.023809524,.30952382,.78571427,.97619045,.047698446,.24357225,.5466879,.80003756
1984,0,,0,,-.47391757,105,,,,,,,,
1986,1,,0,,.0055884123,201,,,,,,,,
1986,0,1,0,1,-.0055884123,198,.1627907,.48837209,.81395346,1.0930233,.13445753,.42159691,.9975844,1.2685958
1986,0,,0,,-.48400247,103,,,,,,,,
1988,1,,1,,.15671539,231,,,,,,,,
1988,0,1,0,1,-.15671539,168,.027027028,.13513513,.054054055,.16216215,.016281692,.17589901,.2905184,.51623505
1988,0,,0,,-.56701589,86,,,,,,,,
1990,1,,1,,.28378493,256,,,,,,,,
1990,0,1,0,1,-.28378493,143,0,.25641027,.051282052,.25641027,.0036897485,.13447531,.057565112,.23519635
1990,0,,0,,-.61107755,77,,,,,,,,
1992,1,,1,,.27054548,254,,,,,,,,
1992,0,1,0,1,-.27054548,145,0,.12,.18000001,.40000001,.0040399465,.13596323,.068054385,.24880345
1994,1,,1,,.4905504,298,,,,,,,,
1994,0,1,0,1,-.4905504,101,0,.05882353,0,.05882353,.00049465784,.12426977,.033401836,.20684506
1996,1,,0,,.19769311,239,,,,,,,,
1996,0,1,0,1,-.19769311,160,.054054055,.27027026,.2972973,.54054052,.0092504118,.15543707,.18806598,.39671266
1998,1,,,,.1464105,229,,,,,,,,
1998,0,1,,,-.1464105,170,,,,,,,,
1946,1,,1,,.50823784,301,,,,,,,,
1946,0,1,0,1,-.50823784,98,0,.23076923,0,.69230771,.00035742781,.12365685,.038812567,.21633488
1948,1,,1,,.29968753,259,,,,,,,,
1948,0,1,0,1,-.29968753,140,.018867925,.13207547,.03773585,.35849056,.0032743011,.13271314,.044929817,.21856107
1948,0,,0,,-.57986474,84,,,,,,,,
1950,1,,1,,.37723723,275,,,,,,,,
1950,0,1,0,1,-.37723723,124,0,.10344828,0,0,.0018769852,.12764464,.012764055,.17398891
1950,0,,0,,-.66099507,67,,,,,,,,
1950,0,,0,,-.66137719,67,,,,,,,,
1952,1,,1,,.31671113,263,,,,,,,,
1952,0,1,0,1,-.31671113,136,0,.13725491,.11764706,.23529412,.0028183979,.13083512,.031428855,.20039888
1952,0,,0,,-.65099174,69,,,,,,,,
1954,1,,1,,.32214054,264,,,,,,,,
1954,0,1,0,1,-.32214054,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1954,0,,0,,-.62614954,74,,,,,,,,
1956,1,,1,,.24320611,248,,,,,,,,
1956,0,1,0,1,-.24320611,151,.018518519,.09259259,.31481481,.51851851,.0054228315,.14165546,.10627863,.29722643
1958,1,,1,,.21571839,243,,,,,,,,
1958,0,1,0,1,-.21571839,156,0,.11111111,.022222223,.17777778,.0071723945,.14828786,.14729507,.34768903
1958,0,,0,,-.57475483,85,,,,,,,,
1960,1,,1,,.17374757,234,,,,,,,,
1960,0,1,0,1,-.17374757,165,0,.27906978,.27906978,.62790698,.013055578,.16706203,.24846295,.4677214
1962,1,,0,,.28155908,256,,,,,,,,
1962,0,1,0,1,-.28155908,143,0,.25641027,.051282052,.25641027,.0036897485,.13447531,.057565112,.23519635
1964,1,,1,1,.063739747,212,.75,.86363637,1.5227273,1.8863636,.69984025,.86707407,2.1148489,2.356292
1964,0,1,0,,-.063739747,187,,,,,,,,
1964,0,,0,,-.48744845,102,,,,,,,,
1966,1,,0,1,.039551795,207,.76595747,.91489363,1.6170213,1.9361702,.65920854,.8658421,1.7532227,2.0073102
1966,0,1,1,,-.039551795,192,,,,,,,,
1966,0,,0,,-.48159435,103,,,,,,,,
1966,0,,0,,-.48994631,102,,,,,,,,
1968,1,,1,,.025038123,205,,,,,,,,
1968,0,1,0,1,-.025038123,194,.17073171,.39024389,1.195122,1.5609756,.10959982,.36383235,.8689518,1.1379284
1968,0,,0,,-.43198234,113,,,,,,,,
1968,0,,0,,-.46885875,106,,,,,,,,
1970,1,,0,,.46053535,292,,,,,,,,
1970,0,1,0,1,-.46053535,107,0,.19354838,0,.096774191,.0008137906,.12526631,.023894269,.19093013
1970,0,,0,,-.66294521,67,,,,,,,,
1972,1,,1,1,.59982979,319,.93333334,.93333334,6.0666666,6.0666666,.82769436,.87268966,4.6522751,4.7208819
1972,0,1,0,,-.59982979,80,,,,,,,,
1974,1,,1,1,.6338011,326,.625,.8125,4.8125,4.9375,.82704628,.87005502,4.5667801,4.6320024
1974,0,1,0,,-.6338011,73,,,,,,,,
1974,0,,0,,-.78558326,42,,,,,,,,
1976,1,,1,1,.58551699,317,.71428573,.85714287,5.1428571,5.2142859,.827977,.87345207,4.6754298,4.745255
1976,0,1,0,,-.58551699,82,,,,,,,,
1976,0,,0,,-.78526413,42,,,,,,,,
1978,1,,1,1,.56606084,313,.82352942,.94117647,5.352941,5.4117646,.82859355,.87477654,4.7133965,4.7856789
1978,0,1,0,,-.56606084,86,,,,,,,,
1978,0,,0,,-.72274178,55,,,,,,,,
1980,1,,1,1,.60090673,320,.8125,.875,4.875,4.875,.82758772,.87236333,4.6421204,4.7102432
1980,0,1,0,,-.60090673,79,,,,,,,,
1980,0,,0,,-.74159646,51,,,,,,,,
1980,0,,0,,-.77326435,45,,,,,,,,
1982,1,,1,1,.1381067,227,.84615386,.88461536,3.7692308,3.9807692,.77934843,.87153876,3.0634527,3.2680206
1982,0,1,0,,-.1381067,172,,,,,,,,
1982,0,,0,,-.55223644,89,,,,,,,,
1984,1,,1,1,.15137964,230,.87179488,.92307693,3.4358974,3.6923077,.78961277,.87249088,3.2302246,3.4275923
1984,0,1,0,,-.15137964,169,,,,,,,,
1984,0,,0,,-.54540241,90,,,,,,,,
1986,1,,1,1,.36612299,273,.79545456,.86363637,5.5454545,5.659091,.83608598,.88088757,4.6386638,4.753602
1986,0,1,0,,-.36612299,126,,,,,,,,
1988,1,,1,1,.86355674,372,1,1,6,6.1428571,.82524955,.85406774,3.8216903,3.8801837
1988,0,1,0,,-.86355674,27,,,,,,,,
1990,1,,0,1,.29649019,259,.75862068,.86206895,4.5689654,4.7068968,.83317113,.87957954,4.3541675,4.4920678
1990,0,1,0,,-.29649019,140,,,,,,,,
1992,1,,1,1,.11225981,222,.71794873,.76923078,3.1794872,3.4358974,.75937617,.87002134,2.7786884,2.9949894
1992,0,1,0,,-.11225981,177,,,,,,,,
1992,0,,0,,-.54497451,91,,,,,,,,
1994,1,,1,1,.16569629,233,.78947371,.81578946,3.2894738,3.4473684,.79789972,.87337434,3.3786855,3.5694075
1994,0,1,0,,-.16569629,166,,,,,,,,
1994,0,,0,,-.53337044,93,,,,,,,,
1996,1,,1,1,.14505485,229,.75,.86363637,2.7272727,3.0227273,.78632009,.87216991,3.1748655,3.3746529
1996,0,1,0,,-.14505485,170,,,,,,,,
1998,1,,,,.34020317,268,,,,,,,,
1998,0,1,,,-.34020317,131,,,,,,,,
1998,0,,,,-.62081236,75,,,,,,,,
1998,0,,,,-.63044399,73,,,,,,,,
1946,1,,1,,.19709641,239,,,,,,,,
1946,0,1,0,1,-.19709641,160,.054054055,.27027026,.2972973,.54054052,.0092504118,.15543707,.18806598,.39671266
1946,0,,0,,-.5476017,90,,,,,,,,
1948,1,,1,,.23656127,247,,,,,,,,
1948,0,1,0,1,-.23656127,152,0,.23214285,0,.125,.0057195225,.14282523,.11376886,.30654219
1948,0,,0,,-.56756943,86,,,,,,,,
1950,1,,0,,.24978125,249,,,,,,,,
1950,0,1,0,1,-.24978125,150,0,.15384616,.051282052,.33333334,.0051628267,.14061446,.0995114,.28876558
1950,0,,0,,-.60334498,79,,,,,,,,
1952,1,,1,,.41532803,283,,,,,,,,
1952,0,1,0,1,-.41532803,116,0,.10714286,0,.14285715,.001372727,.12649758,.013882005,.17533989
1952,0,,0,,-.6807394,63,,,,,,,,
1952,0,,0,,-.69397068,61,,,,,,,,
1954,1,,1,,.34797853,269,,,,,,,,
1954,0,1,0,1,-.34797853,130,0,.12,.16,.47999999,.0022960575,.1288963,.018473538,.18237375
1954,0,,0,,-.64806223,70,,,,,,,,
1956,1,,1,,.42823794,285,,,,,,,,
1956,0,1,0,1,-.42823794,114,0,.18181819,0,.13636364,.0012414439,.12622732,.015507226,.17775711
1958,1,,1,,.26721242,253,,,,,,,,
1958,0,1,0,1,-.26721242,146,0,.078431375,.019607844,.05882353,.0042332541,.13677965,.073725186,.25609499
1960,1,,1,,.1348885,226,,,,,,,,
1960,0,1,0,1,-.1348885,173,0,.16666667,.5,.69999999,.023707964,.1940695,.36904097,.60514724
1962,1,,1,1,.20279765,240,.8108108,.91891891,4.4864864,4.5675673,.81335008,.87540913,3.7039032,3.8791282
1962,0,1,0,,-.20279765,159,,,,,,,,
1964,1,,0,1,.38496828,276,.83333331,.86666667,4.9666667,5.0666666,.83598459,.88093889,4.6804075,4.7908983
1964,0,1,0,,-.38496828,123,,,,,,,,
1966,1,,1,,.081617802,216,,,,,,,,
1966,0,1,0,1,-.081617802,183,.052631579,.28947368,.42105263,.63157892,.051849935,.25151557,.57171679,.82692218
1966,0,,0,,-.51646751,96,,,,,,,,
1968,1,,0,,.14879245,229,,,,,,,,
1968,0,1,0,1,-.14879245,170,.075471699,.2264151,.3018868,.49056605,.018767826,.18226156,.3191154,.54885036
1968,0,,0,,-.55741143,88,,,,,,,,
1970,1,,1,1,.32415855,264,.80769229,.84615386,4.4807692,4.5769229,.83500195,.88024884,4.475131,4.6042614
1970,0,1,0,,-.32415855,135,,,,,,,,
1972,1,,0,,.39723703,279,,,,,,,,
1972,0,1,0,1,-.39723703,120,0,.1,0,.15000001,.0016239963,.12703404,.012235664,.17303155
1974,1,,0,1,.089933276,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1974,0,1,0,,-.089933276,182,,,,,,,,
1976,1,,0,1,.019545138,203,.55555558,.84444445,1.8,2.1111112,.61731791,.86496389,1.4257348,1.6907386
1976,0,1,0,,-.019545138,196,,,,,,,,
1976,0,,0,,-.39830643,120,,,,,,,,
1976,0,,0,,-.46376655,107,,,,,,,,
1976,0,,0,,-.46788377,106,,,,,,,,
1978,1,,1,,.080407977,216,,,,,,,,
1978,0,1,0,1,-.080407977,183,.052631579,.28947368,.42105263,.63157892,.051849935,.25151557,.57171679,.82692218
1980,1,,1,,.33407748,266,,,,,,,,
1980,0,1,0,1,-.33407748,133,0,.13636364,0,.090909094,.0025472841,.1297875,.024155216,.19037887
1982,1,,1,,.3621673,272,,,,,,,,
1982,0,1,0,1,-.3621673,127,0,.12820514,0,.1025641,.0020781979,.12820603,.014808605,.1770665
1982,0,,0,,-.62985784,74,,,,,,,,
1984,1,,1,,.45333782,290,,,,,,,,
1984,0,1,0,1,-.45333782,109,0,.037037037,0,.074074075,.00093281583,.12555832,.021103643,.18644565
1984,0,,0,,-.65641642,68,,,,,,,,
1984,0,,0,,-.67612326,64,,,,,,,,
1986,1,,1,,.46458355,292,,,,,,,,
1986,0,1,0,1,-.46458355,107,0,.19354838,0,.096774191,.0008137906,.12526631,.023894269,.19093013
1986,0,,0,,-.67330927,65,,,,,,,,
1986,0,,0,,-.69042891,61,,,,,,,,
1988,1,,1,,.42232209,284,,,,,,,,
1988,0,1,0,1,-.42232209,115,0,.1875,.09375,.28125,.0013028039,.12635364,.014688049,.17653011
1988,0,,0,,-.65877366,68,,,,,,,,
1988,0,,0,,-.67209238,65,,,,,,,,
1990,1,,0,,.38375866,276,,,,,,,,
1990,0,1,0,1,-.38375866,123,0,0,0,.15384616,.0018121249,.12747876,.012407057,.17342171
1990,0,,0,,-.54099578,91,,,,,,,,
1990,0,,0,,-.59559315,80,,,,,,,,
1992,1,,1,1,.12825638,225,.80000001,.91111112,3.0666666,3.2444444,.7718417,.87092292,2.9510634,3.1603415
1992,0,1,0,,-.12825638,174,,,,,,,,
1992,0,,0,,-.51331019,97,,,,,,,,
1992,0,,0,,-.53682607,92,,,,,,,,
1994,1,,1,1,.12157214,224,.77142859,.91428572,4.0857143,4.3428574,.76828068,.87065113,2.900142,3.1115191
1994,0,1,0,,-.12157214,175,,,,,,,,
1994,0,,0,,-.53430569,93,,,,,,,,
1996,1,,1,1,.23978224,247,.88235295,.94117647,4.7058825,4.7941175,.82363492,.87720883,3.9804931,4.1412029
1996,0,1,0,,-.23978224,152,,,,,,,,
1998,1,,,,.16275239,232,,,,,,,,
1998,0,1,,,-.16275239,167,,,,,,,,
1998,0,,,,-.54783642,90,,,,,,,,
1946,1,,1,,.39088574,278,,,,,,,,
1946,0,1,0,1,-.39088574,121,0,.125,0,.15625,.0016830572,.12716849,.012154317,.17295487
1948,1,,0,,.29685867,259,,,,,,,,
1948,0,1,0,1,-.29685867,140,.018867925,.13207547,.03773585,.35849056,.0032743011,.13271314,.044929817,.21856107
1950,1,,1,,.3379623,267,,,,,,,,
1950,0,1,0,1,-.3379623,132,0,.11904762,0,.16666667,.0024570243,.12945695,.021967404,.18731958
1950,0,,0,,-.64487213,71,,,,,,,,
1950,0,,0,,-.64789099,70,,,,,,,,
1952,1,,1,1,.077167451,215,.7735849,.88679248,1.5660378,1.6415094,.72071993,.86791235,2.3247347,2.5585215
1952,0,1,0,,-.077167451,184,,,,,,,,
1952,0,,0,,-.5352053,92,,,,,,,,
1954,1,,1,1,.22390351,244,.7719298,.82456142,3.3157895,3.4385965,.81984031,.87648612,3.869988,4.0366759
1954,0,1,0,,-.22390351,155,,,,,,,,
1956,1,,1,1,.1158106,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1956,0,1,0,,-.1158106,176,,,,,,,,
1958,1,,1,1,.29337311,258,.8974359,.8974359,5.2564101,5.4102564,.83270544,.87943077,4.3291259,4.4687276
1958,0,1,0,,-.29337311,141,,,,,,,,
1960,1,,1,1,.25711784,251,.71111113,.82222223,3.8888888,4.022222,.82776624,.87810677,4.1183128,4.2711539
1960,0,1,0,,-.25711784,148,,,,,,,,
1962,1,,1,,.29888034,259,,,,,,,,
1962,0,1,0,1,-.29888034,140,.018867925,.13207547,.03773585,.35849056,.0032743011,.13271314,.044929817,.21856107
1962,0,,1,,-.61358368,77,,,,,,,,
1964,1,,1,,.005523175,201,,,,,,,,
1964,0,1,0,1,-.005523175,198,.1627907,.48837209,.81395346,1.0930233,.13445753,.42159691,.9975844,1.2685958
1966,1,,1,,.30028859,260,,,,,,,,
1966,0,1,0,1,-.30028859,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1968,1,,1,,.33049837,266,,,,,,,,
1968,0,1,0,1,-.33049837,133,0,.13636364,0,.090909094,.0025472841,.1297875,.024155216,.19037887
1970,1,,1,,.14128938,228,,,,,,,,
1970,0,1,0,1,-.14128938,171,.063829787,.27659574,.25531915,.44680852,.02033904,.18612295,.33586153,.56782043
1972,1,,1,,.3202953,264,,,,,,,,
1972,0,1,0,1,-.3202953,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1974,1,,1,,.10016194,220,,,,,,,,
1974,0,1,0,1,-.10016194,179,.02,.2,.28,.63999999,.038104519,.22474398,.48400071,.73212194
1976,1,,1,,.11435151,222,,,,,,,,
1976,0,1,0,1,-.11435151,177,.01923077,.17307693,.55769229,.69230771,.032404345,.21307094,.4423925,.68655396
1978,1,,0,,.21019658,242,,,,,,,,
1978,0,1,0,1,-.21019658,157,0,.10869565,.10869565,.32608697,.0076637808,.15004312,.1576062,.36018348
1980,1,,1,,.32268864,264,,,,,,,,
1980,0,1,0,1,-.32268864,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1980,0,,0,,-.59246421,81,,,,,,,,
1982,1,,0,,.4028233,280,,,,,,,,
1982,0,1,0,1,-.4028233,119,0,.13333334,0,.1,.0015546363,.12688106,.012484428,.17335184
1982,0,,0,,-.66001606,67,,,,,,,,
1982,0,,0,,-.66548508,66,,,,,,,,
1984,1,,0,,.25063449,250,,,,,,,,
1984,0,1,0,,-.25063449,149,,,,,,,,
1984,0,,0,,-.62361747,75,,,,,,,,
1986,1,,1,1,.019832045,203,.55555558,.84444445,1.8,2.1111112,.61731791,.86496389,1.4257348,1.6907386
1986,0,1,0,,-.019832045,196,,,,,,,,
1988,1,,1,1,.17384103,234,.85714287,.9285714,3.1428571,3.1904762,.80069494,.87370056,3.4322157,3.6204813
1988,0,1,0,,-.17384103,165,,,,,,,,
1988,0,,0,,-.54100806,91,,,,,,,,
1988,0,,0,,-.55997914,88,,,,,,,,
1990,1,,1,1,.18048227,236,.83333331,.87037039,3.4814816,3.5925925,.80530518,.87427485,3.5250316,3.708955
1990,0,1,0,,-.18048227,163,,,,,,,,
1992,1,,1,,.058753133,211,,,,,,,,
1992,0,1,0,1,-.058753133,188,.11320755,.26415095,.60377359,.81132078,.074640334,.29446054,.6958738,.95856428
1992,0,,0,,-.49221638,101,,,,,,,,
1994,1,,1,,.34033203,268,,,,,,,,
1994,0,1,0,1,-.34033203,131,0,.15789473,0,.15789473,.0023705922,.12915093,.020018881,.18457182
1996,1,,1,,.096333027,219,,,,,,,,
1996,0,1,0,1,-.096333027,180,.05882353,.19607843,1.0196079,1.3333334,.041222304,.23095377,.50523365,.75522101
1998,1,,,,.35549819,271,,,,,,,,
1998,0,1,,,-.35549819,128,,,,,,,,
1946,1,,1,,.18380702,236,,,,,,,,
1946,0,1,0,1,-.18380702,163,.017857144,.089285716,.125,.26785713,.011294092,.16187473,.22230281,.43717453
1948,1,,1,,.13874862,227,,,,,,,,
1948,0,1,0,1,-.13874862,172,.034482758,.1724138,.43103448,.68965518,.021953231,.18998221,.35218093,.58622146
1948,0,,0,,-.51951438,96,,,,,,,,
1950,1,,1,,.3026939,260,,,,,,,,
1950,0,1,0,1,-.3026939,139,0,.25,.041666668,.083333336,.0031499774,.132192,.041169193,.21354765
1950,0,,0,,-.62547439,74,,,,,,,,
1950,0,,0,,-.63458109,73,,,,,,,,
1952,1,,1,,.43255568,286,,,,,,,,
1952,0,1,0,1,-.43255568,113,0,.15151516,0,.30303031,.0011803346,.12610058,.01642452,.17914793
1952,0,,0,,-.68420953,63,,,,,,,,
1954,1,,1,,.32490456,264,,,,,,,,
1954,0,1,0,1,-.32490456,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1956,1,,1,,.43653703,287,,,,,,,,
1956,0,1,0,1,-.43653703,112,0,.07692308,0,.15384616,.0011221591,.12597823,.017386889,.18062295
1958,1,,0,,.27587083,255,,,,,,,,
1958,0,1,0,1,-.27587083,144,0,.081632651,0,.06122449,.0038749315,.13526307,.063143007,.24245304
1960,1,,1,,.20798743,241,,,,,,,,
1960,0,1,0,1,-.20798743,158,0,.19148937,.08510638,.29787233,.0081001045,.151566,.16638574,.37076825
1962,1,,0,,.20019194,240,,,,,,,,
1962,0,1,0,1,-.20019194,159,0,.10810811,.054054055,.27027026,.0086653875,.15349384,.17729588,.38385841
1964,1,,1,,.12031066,224,,,,,,,,
1964,0,1,0,1,-.12031066,175,0,.17948718,.07692308,.33333334,.02781417,.20326391,.40548885,.64577764
1964,0,,0,,-.51914686,96,,,,,,,,
1966,1,,1,,.35199594,270,,,,,,,,
1966,0,1,0,1,-.35199594,129,0,.029411765,0,.23529412,.0022228365,.12865496,.017090227,.18038908
1968,1,,1,,.17557225,235,,,,,,,,
1968,0,1,0,1,-.17557225,164,0,.18518518,.018518519,.22222222,.012148693,.16442914,.23533584,.45243144
1968,0,,0,,-.57708949,84,,,,,,,,
1970,1,,1,,.44758818,289,,,,,,,,
1970,0,1,0,1,-.44758818,110,0,.041666668,0,.20833333,.00099916745,.1257104,.019700615,.18422605
1972,1,,1,,.11872935,223,,,,,,,,
1972,0,1,0,1,-.11872935,176,.033898305,.22033899,.66101694,.84745765,.029968798,.20792168,.42325765,.66545564
1972,0,,0,,-.44704771,110,,,,,,,,
1972,0,,0,,-.47238657,105,,,,,,,,
1974,1,,1,,.21916217,243,,,,,,,,
1974,0,1,0,1,-.21916217,156,0,.11111111,.022222223,.17777778,.0071723945,.14828786,.14729507,.34768903
1974,0,,0,,-.56900007,86,,,,,,,,
1976,1,,1,,.33001757,266,,,,,,,,
1976,0,1,0,1,-.33001757,133,0,.13636364,0,.090909094,.0025472841,.1297875,.024155216,.19037887
1978,1,,1,,,,,,,,,,,
1980,1,,0,,.5490104,309,,,,,,,,
1980,0,1,0,1,-.5490104,90,0,.090909094,0,0,.00011186984,.12164591,.05372731,.24435507
1982,1,,1,,.50545108,301,,,,,,,,
1982,0,1,0,1,-.50545108,98,0,.23076923,0,.69230771,.00035742781,.12365685,.038812567,.21633488
1984,1,,1,,.49969709,299,,,,,,,,
1984,0,1,0,1,-.49969709,100,0,.052631579,0,0,.00043415051,.12402039,.03565285,.21075456
1986,1,,0,,.15487438,230,,,,,,,,
